"","ref","company_manufacturer","company_location","review_date","country_of_bean_origin","specific_bean_origin_or_bar_name","cocoa_percent","ingredients","most_memorable_characteristics","rating"
"1112",1201,"Habitual","Canada",2014,"Blend","Amazonas","80%","3- B,S,C","sandy, roasted vegetal",3
"1113",1197,"Habitual","Canada",2014,"Dominican Republic","Dominican Republic","75%","3- B,S,C","chalky, berry, cocoa",3.25
"1114",1201,"Habitual","Canada",2014,"U.S.A.","Hawai'i Island, Sharkey","66%","3- B,S,C","muted, mild fruit, sweet",3.25
"1115",1197,"Habitual","Canada",2014,"Blend","Trinidad & Tobago","70%","3- B,S,C","sandy, intense, cherry",3.5
"1116",166,"Hachez","Germany",2007,"Ecuador","Arriba","77%","4- B,S,C,V","buttery, floral, burnt",2.5
"1117",1327,"Hacienda El Castillo","Ecuador",2014,"Ecuador","Don Homero- Cerecita Valley","55%","4- B,S,C,L","overyly sweet, banana, yogurt",2.75
"1118",1327,"Hacienda El Castillo","Ecuador",2014,"Ecuador","Don Homero- Cerecita Valley","70%","4- B,S,C,L","chewy, fatty, sweet, nutty",3
"1119",701,"Haigh","Australia",2011,"Blend","South America and Africa","70%",NA,"vanilla, chocolate milk",3
"1120",1696,"Harper Macaw","U.S.A.",2015,"Brazil","Brazil Blend","67%","3- B,S,C","sandy, sweet, dried fruit",3
"1121",1700,"Harper Macaw","U.S.A.",2015,"Brazil","Tome Acu E., Amazon Rainforest","77%","3- B,S,C","rich chocolate, sweet edge",3.5
"1122",1700,"Harper Macaw","U.S.A.",2015,"Brazil","Vale do Juliana E., Atlantic Forest","74%","3- B,S,C","rich chocolate, sandy texture",3.5
"1123",1808,"Harper Macaw","U.S.A.",2016,"Brazil","Vale do Juliana, w/ nibs","85%","3- B,S,C","powdery, rich, coffee, roasty",3.25
"1124",2040,"Harper Macaw","U.S.A.",2018,"Brazil","Libiano","75%","3- B,S,C","flat, late tart notes",3
"1125",2330,"Harris & James","U.K.",2019,"India","Kerla","70%","3- B,S,C","sandy, sweet, cocoa",3
"1126",2270,"Harris & James","U.K.",2019,"Vietnam","Ben Tre, batch 133","70%","3- B,S,C","sandy, brownie, coconut",3.25
"1127",2382,"Hazel Hill","U.S.A.",2019,"Peru","Maranon","65%","3- B,S,C","pungent, chemical",2.75
"1128",2378,"Hazel Hill","U.S.A.",2019,"Tanzania","Kokoa Kamili","72%","3- B,S,C","cocoa, fatty, fruit",3.25
"1129",2378,"Hazel Hill","U.S.A.",2019,"Dominican Republic","Oko Caribe","70%","3- B,S,C","earthy, dirty, dried fruit",3.5
"1130",2606,"Hecho","Mexico",2021,"Mexico","Soconusco, La Rioja Farm, Chiapas","70%","2- B,S","delicate, carame, tang",3.5
"1131",1876,"Heilemann","Germany",2016,"Peru","Peru","64%","3- B,S,L","powdery, vanilla, artificial",2.75
"1132",2302,"Heinde & Verre","Netherlands",2019,"Indonesia","Pulau, Bali","71%","4- B,S,C,L","rubber, fatty, sandy,grape",2.5
"1133",2306,"Heinde & Verre","Netherlands",2019,"Blend","Dutch Blend, Ven.- Bali- Trinidad","71%","4- B,S,C,L","sandy, fatty, chemical",2.5
"1134",2302,"Heinde & Verre","Netherlands",2019,"Venezuela","Porcelana, Maracaibo","71%","4- B,S,C,L","nutty, sweet, fatty, sandy",3
"1135",1748,"Heirloom Cacao Preservation (Brasstown)","U.S.A.",2016,"Belize","Maya Mtn, Moho R., Toledo D., 2015","70%","3- B,S,C","pungent raisin, metallic",3.25
"1136",1748,"Heirloom Cacao Preservation (Fruition)","U.S.A.",2016,"Costa Rica","Cota Brus, Terciopelo, 2015","74%","3- B,S,C","mostly earthy, mild dried fruit",3.5
"1137",1243,"Heirloom Cacao Preservation (Guittard)","U.S.A.",2014,"Bolivia","Wild Beni, Lower Rio Beni, Tranquilidad, 2014","67%","3- B,S,C","woody, earthy, medicinal",3
"1138",1239,"Heirloom Cacao Preservation (Guittard)","U.S.A.",2014,"Bolivia","Alto Beni, Upper Rio Beni, 2014","67%","3- B,S,C","full flavor spectrum",3.5
"1139",1243,"Heirloom Cacao Preservation (Guittard)","U.S.A.",2014,"Ecuador","Los Rios, Hacienda Limon, Orecao, 2014","67%","3- B,S,C","nutty, butterscotch",3.75
"1140",1243,"Heirloom Cacao Preservation (Guittard)","U.S.A.",2014,"U.S.A.","O'ahu Island, Maunawili, Agri Research C., 2014","67%","3- B,S,C","spicy, intense, fades fast",3.75
"1141",1744,"Heirloom Cacao Preservation (Manoa)","U.S.A.",2016,"U.S.A.","O'ahu Island, Maunawili, Agri Research C., 2015","72%","3- B,S,C","astringent, smoke, cream",3.5
"1142",1744,"Heirloom Cacao Preservation (Millcreek)","U.S.A.",2016,"Ecuador","Los Rios, Hacienda Limon, Orecao, 2015","70%","3- B,S,C","floral",3.5
"1143",1748,"Heirloom Cacao Preservation (Mindo)","U.S.A.",2016,"Ecuador","Pinchincha, Mindo, Coop Nueva Esper., 2015","77%","3- B,S,C","strong floral, black licorice",3.5
"1144",1744,"Heirloom Cacao Preservation (Zokoko)","U.S.A.",2016,"Bolivia","Alto Beni, Upper Rio Beni, 2015","68%","3- B,S,C","creamy, mild nutty & woody",3.75
"1145",1744,"Heirloom Cacao Preservation (Zokoko)","U.S.A.",2016,"Bolivia","Wild Beni, Lower Rio Beni, Tranquilidad, 2015","72%","3- B,S,C","dark berry, honey, cream",4
"1146",1458,"hello cocoa (now Markham & Fitz)","U.S.A.",2015,"Uganda","Uganda","57%","3- B,S,C","too sweet, spicy, candied",2.75
"1147",1462,"hello cocoa (now Markham & Fitz)","U.S.A.",2015,"Venezuela","Venezuela","74%","3- B,S,C","sandy, sweet, mild fruit",3.5
"1148",2614,"Hemisphere","U.S.A.",2021,"Ecuador","Esmeraldas, Muisne Estate","70%","2- B,S","harsh, earthy, dirty",2.75
"1149",2614,"Hemisphere","U.S.A.",2021,"Nicaragua","Matagalpa, El Tuma region","70%","2- B,S","delicate fruit, black tea",3.25
"1150",1546,"hexx","U.S.A.",2015,"Tanzania","Tanzania","70%","2- B,S*","intense, palm, earthy",2.75
"1151",1546,"hexx","U.S.A.",2015,"Madagascar","Madagascar","74%","2- B,S*","sandy, tart, tangy, palm",3
"1152",1546,"hexx","U.S.A.",2015,"Venezuela","Venezuela","70%","2- B,S*","intense, palm, nutty",3
"1153",1550,"hexx","U.S.A.",2015,"Ecuador","Ecuador","73%","2- B,S*","floral, palm, sour",3.25
"1154",1550,"hexx","U.S.A.",2015,"Peru","Peru","70%","2- B,S*","palm, spicy, flour",3.25
"1155",2150,"hexx","U.S.A.",2018,"Peru","Maranon, batch 0723","70%","2- B,S*","light color, sour, pungent",2.25
"1156",2146,"hexx","U.S.A.",2018,"Ecuador","Camino Verde, batch 0722","73%","2- B,S*","harsh flavor, hay",2.5
"1157",2150,"hexx","U.S.A.",2018,"Madagascar","Sambirano Valley, batch 0124","74%","2- B,S*","sour, citrus, molasses",2.75
"1158",2150,"hexx","U.S.A.",2018,"Tanzania","Kokoa Kamili, batch 0214","70%","2- B,S*","lemon, late sour & molasses",3
"1159",2146,"hexx","U.S.A.",2018,"Dominican Republic","Oko Caribe, batch 0719","71%","2- B,S*","fruity, tannic, coconut",3.5
"1160",1712,"Hogarth","New Zealand",2016,"Madagascar","Akesson's Estate","70%","3- B,S,C","sour, earthy",2.75
"1161",1712,"Hogarth","New Zealand",2016,"Venezuela","Carenero Superior","72%","3- B,S,C","nutty, off notes",2.75
"1162",1712,"Hogarth","New Zealand",2016,"Dominican Republic","Conacado","75%","3- B,S,C","intense, bitter, coffee",3.25
"1163",1712,"Hogarth","New Zealand",2016,"Peru","Gran Blanco","66%","3- B,S,C","mild caramel, honey",3.5
"1164",2426,"Hogarth","New Zealand",2019,"Venezuela","Porcelana, Lake Maracaibo","68%","3- B,S,C","high acid,sweet,nut,strawberry",3.25
"1165",2450,"Hogarth","New Zealand",2019,"Ecuador","Hacienda Victoria","85%","3- B,S,C","butterscotch, burnt cinnamon",3.5
"1166",414,"Hoja Verde (Tulicorp)","Ecuador",2009,"Ecuador","Arriba","80%","4- B,S,C,L","perfume, burning",2
"1167",414,"Hoja Verde (Tulicorp)","Ecuador",2009,"Ecuador","Manabi","80%","2- B,S","sandy, perfume, nutty",2.5
"1168",414,"Hoja Verde (Tulicorp)","Ecuador",2009,"Ecuador","Arriba","72%","2- B,S","dry, floral, slight musty",3
"1169",414,"Hoja Verde (Tulicorp)","Ecuador",2009,"Ecuador","Arriba","58%","4- B,S,C,L","dry, intense floral, spciy",3.25
"1170",414,"Hoja Verde (Tulicorp)","Ecuador",2009,"Ecuador","Manabi","58%","4- B,S,C,L","dry, nutty, sweet",3.5
"1171",431,"Holy Cacao","Israel",2009,"Ivory Coast","Ivory Coast","70%","2- B,S","dry, sour, cheesey, off",2.5
"1172",431,"Holy Cacao","Israel",2009,"Dominican Republic","Hispaniola","70%","2- B,S","sandy, red berry, sour",2.75
"1173",431,"Holy Cacao","Israel",2009,"Peru","San Martin","70%","2- B,S","coffee, red berry, tart",3.5
"1174",431,"Holy Cacao","Israel",2009,"Dominican Republic","Hispaniola w/ nibs","75%","2- B,S","red berry, cocoa, mild coffee",3.75
"1175",1466,"Holy Cacao","Israel",2015,"Ecuador","Camino Verde P., Balao, Guayas","70%","4- B,S,C,L","floral, roasty, coffee",3.5
"1176",1466,"Holy Cacao","Israel",2015,"Madagascar","Sambirano","70%","4- B,S,C,L","rich cocoa, fatty",3.5
"1177",1466,"Holy Cacao","Israel",2015,"Trinidad","Gran Couva","70%","4- B,S,C,L","creamy, nutty, tea, fatty",3.5
"1178",1466,"Holy Cacao","Israel",2015,"Venezuela","Mara","70%","4- B,S,C,L","muted, fatty, nutty",3.5
"1179",1872,"Holy Cacao","Israel",2016,"Peru","Maranon","70%","4- B,S,C,L","sour, raw, green",2.75
"1180",1327,"Honest","South Africa",2014,"Ecuador","Ecuador, w/ nibs, batch 140224-1","72%","2- B,S*","true to sugar, green, fatty",2.5
"1181",1113,"Hotel Chocolat","U.K.",2013,"St. Lucia","Island Growers, 2012, 120hr c., batch 13080","100%",NA,"pastey, bitter, unfixable",1.75
"1182",1030,"Hotel Chocolat","U.K.",2013,"St. Lucia","Marcial, single Cote, 2012","70%","2- B,S","cardamon",4
"1183",1654,"Hotel Chocolat","U.K.",2015,"St. Lucia","Pepiniere, single Cote","70%","2- B,S","smoke, cocoa, fruit, fuel",2.75
"1184",2134,"Hotel Chocolat","U.K.",2018,"Colombia","Sierra Nevada, Cienaga","75%","4- B,S,C,L","dry, woody, dried fruit",2.75
"1185",2386,"Hotel Chocolat","U.K.",2019,"Honduras","Copan","72%","4- B,S,C,L","sour raisin, woody, fatty",3
"1186",2386,"Hotel Chocolat","U.K.",2019,"Tanzania","Kilombero Valley","80%","4- B,S,C,L","fatty, mild bitter, banana",3
"1187",296,"Hotel Chocolat (Coppeneur)","U.K.",2008,"Uganda","Uganda","80%",NA,"charred, espresso",2.5
"1188",296,"Hotel Chocolat (Coppeneur)","U.K.",2008,"Tanzania","Tanzania","75%","4- B,S,C,L","sandy, sweet, mild cocoa",2.75
"1189",245,"Hotel Chocolat (Coppeneur)","U.K.",2008,"St. Lucia","St. Lucia","72%","3- B,S,C","grassy, tobacco, intense",3
"1190",300,"Hotel Chocolat (Coppeneur)","U.K.",2008,"Sao Tome","Uba Budo","72%","4- B,S,C,L","fungal, mushroom, mild burn",3
"1191",552,"Hotel Chocolat (Coppeneur)","U.K.",2010,"Ecuador","Ecuador","70%",NA,"spicy, sour, burning",2.75
"1192",600,"Hotel Chocolat (Coppeneur)","U.K.",2010,"Venezuela","Chuao","70%","4- B,S,C,L","ashey, woody, bright red",2.75
"1193",552,"Hotel Chocolat (Coppeneur)","U.K.",2010,"Dominican Republic","Santo Domingo","70%",NA,"earthy, woody, sour mint",3
"1194",623,"Hotel Chocolat (Coppeneur)","U.K.",2011,"Ecuador","Los Rios, H. Iara, 96hr c.","80%","4- B,S,C,L","mild bitter, floral",3
"1195",623,"Hotel Chocolat (Coppeneur)","U.K.",2011,"St. Lucia","Island Growers, 120hr c.","65%","4- B,S,C,L","woody, nutty, short",3
"1196",623,"Hotel Chocolat (Coppeneur)","U.K.",2011,"St. Lucia","Island Growers, 96hr c.","65%","4- B,S,C,L","sweet, cocoa, grassy",3.25
"1197",809,"Hotel Chocolat (Coppeneur)","U.K.",2012,"Madagascar","Sambirano","66%","4- B,S,V,L","sweet, red berry, sour",3.5
"1198",1113,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Ecuador","Los Rios, H. Iara, 2012, 120hr c., batch 13092","100%","1- B","candy,uncontrolled bitterness",2.5
"1199",1109,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Peru","Chanchamayo, Pichanadi, 2012, 60hr c., b.13092","100%",NA,"spice,cocoa, tolerable bitter",2.75
"1200",1113,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Dominican Republic","Conacado,  2012, 120hr c.batch 13092","100%",NA,"trop. Fruit, coffee, bitter",2.75
"1201",1038,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Trinidad","Trinidad","75%","4- B,S,C,L","sandy, vegetal, sour",3
"1202",1065,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Ecuador","Los Rios, H. Iara","90%","2- B,S","oily, leathery, intense bitter",3
"1203",1065,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Madagascar","Somia Plantation, Akesson, 2012, Rabot","72%","4- B,S,C,L","nutty, mild coffee",3
"1204",1038,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Vietnam","Mekong Delta & Dong Nai","80%","4- B,S,C,L","tart, fruity, intense",3.5
"1205",1065,"Hotel Chocolat (Coppeneur)","U.K.",2013,"Ecuador","Los Rios, H. Iara, 2012","82%","2- B,S","oily, spicy, sl. Burnt",3.5
"1206",1097,"Hummingbird","Canada",2013,"Venezuela","Ocumare, Cumboto, batch 16","70%","3- B,S,C","fatty, gritty, roasty",3.25
"1207",1097,"Hummingbird","Canada",2013,"Venezuela","Amazonas, batch 14","70%","3- B,S,C","nutty, coffee, rich",3.75
"1208",1307,"Hummingbird","Canada",2014,"Bolivia","Bolivia, batch 85","70%","3- B,S,C","intense, cherry, metallic",3
"1209",1311,"Hummingbird","Canada",2014,"Bolivia","Bolivia, Bo-nib-ia, w/ nibs, batch 78","70%","3- B,S,C","woody, floral, metallic",3
"1210",1311,"Hummingbird","Canada",2014,"Nicaragua","Momotombo, batch 74","70%","3- B,S,C","earthy, metallic edge",3
"1211",1387,"Hummingbird","Canada",2014,"Dominican Republic","Zorzal Reserva w/ Charles Kerchner","70%","3- B,S,C","spicy, mild fruit, fatty",3.5
"1212",1311,"Hummingbird","Canada",2014,"Dominican Republic","Hispaniola, batch 73","70%","3- B,S,C","raisins, rich choco",3.75
"1213",1542,"Hummingbird","Canada",2015,"Vietnam","Lam Dong","70%","3- B,S,C","spicy, mild roasty",3.5
"1214",729,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Choroni, Finca Torres, 48hr c.","72%","3- B,S,C","creamy, sour, raisin",3.25
"1215",737,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Ocumare, H. Cata, w/ nibs","72%","3- B,S,C","creamy, nutty, muted",3.5
"1216",725,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Coopertiva Amazona","72%","3- B,S,C","creamy, cocoa, lemon",3.75
"1217",725,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Sur del Lago, Amiari Meridena, Zulia, 48hr c.","72%","3- B,S,C","creamy, roasted nuts, fatty",3.75
"1218",733,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Ocumare, H. Cata, 48hr c.","72%","3- B,S,C","creamy, nutty, cocoa",3.75
"1219",733,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Porcelana, Zulia","74%","3- B,S,C","creamy, nutty, delicate fruit",4
"1220",737,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Carenero Superior, Urrutia, Barlovento","70%","3- B,S,C","creamy, nutty, fruity",4
"1221",737,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Coopertiva Amazona w/ nibs","72%","3- B,S,C","peanut, coffee, cocoa, bread",4
"1222",737,"Idilio (Felchlin)","Switzerland",2011,"Venezuela","Sur del Lago, Amiari Meridena, Zulia, w/ nibs","72%","3- B,S,C","creamy, nutty, earthy",4
"1223",1085,"Idilio (Felchlin)","Switzerland",2013,"Venezuela","Chuao, (Choroni, Ven.)","72%","3- B,S,C","fatty, rich, berry notes",3.75
"1224",1788,"Indah","India",2016,"India","India (south)","61%","4- B,S,C,L","sour, sweet, rubber",2.5
"1225",1255,"Indi","U.S.A.",2014,"Honduras","Honduras","77%","3- B,S,C","buttery, intense, spice, roasty",3
"1226",2008,"Indi","U.S.A.",2017,"Vietnam","Lam Dong","72%","3- B,S,C","molasses, roasty",3.25
"1227",943,"iQ Chocolate","Scotland",2012,"Peru","Satipo region, white label","72%","4- B,S*,C,L","very sandy, sweet, spicy",2.75
"1228",943,"iQ Chocolate","Scotland",2012,"Peru","black label","72%","4- B,S*,C,L","sandy, caramel",3
"1229",1279,"Isidro","U.S.A.",2014,"Peru","Peru, batch 25","72%","2- B,S","off notes, pungent",2.25
"1230",1279,"Isidro","U.S.A.",2014,"Belize","Belize, batch 26","72%","2- B,S","mild metallic, spice, tea",3.25
"1231",1279,"Isidro","U.S.A.",2014,"Dominican Republic","Dominican Republic, batch 30","72%","2- B,S","roasty, nutty, spicy",3.25
"1232",1275,"Isidro","U.S.A.",2014,"Madagascar","Madagascar, batch 27","72%","2- B,S","intense, tart, earthy",3.5
"1233",2250,"Islands Chocolate","St.Vincent-Grenadines",2018,"St.Vincent-Grenadines","Perseverance E.","72%","4- B,S,C,L","woody, meaty, vegetal",2.75
"1234",1546,"Izard","U.S.A.",2015,"Dominican Republic","Elvesia P., Batch 32","70%","2- B,S","intense, molasses, fruit",2.75
"1235",1542,"Izard","U.S.A.",2015,"Belize","Maya Mountain, Toledo, Batch 29","70%","2- B,S","intense, cherry, rich, metallic",3.5
"1236",5,"Jacque Torres","U.S.A.",2006,"Ghana","Trinatario Treasure","71%","5- B,S,C,V,L","gritty, unrefined, off notes",2
"1237",2146,"Jean Marie Auboine","U.S.A.",2018,"Venezuela","Venezuela, batch 107","72%","3- B,S,C","sandy, sweet",3.25
"1238",1976,"Johnny Iuzzini","U.S.A.",2017,"Jamaica","Mount Pleasant","67%","4- B,S,C,L","candy like, sweet, dairy",3
"1239",1976,"Johnny Iuzzini","U.S.A.",2017,"Peru","San Martin, Oro Verde","75%","4- B,S,C,L","floral, tobacco, candied",3
"1240",1972,"Johnny Iuzzini","U.S.A.",2017,"Venezuela","Ocumare, Cuyagua","72%","3- B,S,C","dairy, nutty, butterscotch",3.5
"1241",1976,"Johnny Iuzzini","U.S.A.",2017,"Vietnam","Tien Giang, Mekong Delta","65%","4- B,S,C,L","sweet, fruity, vanilla",3.5
"1242",1980,"Johnny Iuzzini","U.S.A.",2017,"Ecuador","Camino Verde P.","70%","4- B,S,C,L","floral, bourbon, salt",3.5
"1243",2008,"Johnny Iuzzini","U.S.A.",2017,"Madagascar","Sambirano Valley, Batch 7","68%","5- B,S,C,V,L","vanilla, gateway",3.5
"1244",2008,"Johnny Iuzzini","U.S.A.",2017,"Ecuador","Costa Esmeralda, Batch 30","78%","4- B,S,C,L","full bodied, floral",3.75
"1245",2100,"Johnny Iuzzini","U.S.A.",2018,"India","Anamalai, batch 8","66%","4- B,S,C,L","gritty, coffee, sweet, hammy",3
"1246",2104,"Johnny Iuzzini","U.S.A.",2018,"Colombia","Tumaco, batch 2","73%","4- B,S,C,L","complex, bold, gritty",3.25
"1247",2104,"Johnny Iuzzini","U.S.A.",2018,"Trinidad","Tabaquite, batch 12","80%","4- B,S,C,L","bold, spice, sour fruit, gritty",3.25
"1248",1534,"Jordis","Czech Republic",2015,"Madagascar","Madagascar","63%","2- B,S","off note, vanilla, basic cocoa",2.75
"1249",2458,"Jordis","Czech Republic",2020,"Venezuela","Chuao","75%","3- B,S,C","harsh, burnt nuts, powdery",2.75
"1250",2218,"Kad Kokoa","Thailand",2018,"Thailand","Chumphon","70%","3- B,S,C","floral, earthy, grassy",3
"1251",2214,"Kad Kokoa","Thailand",2018,"Thailand","Chantaburi","70%","3- B,S,C","nutty, cocoa, sour veggie",3.5
"1252",2218,"Kad Kokoa","Thailand",2018,"Thailand","Chiang Mai","70%","3- B,S,C","herbal, tea-like",3.5
"1253",2218,"Kad Kokoa","Thailand",2018,"Thailand","Prachuap Khiri Khan","70%","3- B,S,C","brownie",3.75
"1254",1069,"Kah Kow","Dominican Republic",2013,"Dominican Republic","Rizek Cacao, Domin. Rep.","82%","5- B,S,C,V,L","nutty, sour milk, off note",3
"1255",1069,"Kah Kow","Dominican Republic",2013,"Dominican Republic","Rizek Cacao, Domin. Rep.","55%","5- B,S,C,V,L","very sweet, basic cocoa",3.25
"1256",1073,"Kah Kow","Dominican Republic",2013,"Dominican Republic","Rizek Cacao, Domin. Rep.","62%","5- B,S,C,V,L","candy-like, peanut butter",3.25
"1257",1061,"Kah Kow","Dominican Republic",2013,"Dominican Republic","Rizek Cacao, Cibao Valley, Rizek","70%","5- B,S,C,V,L","raisins, prunes",3.5
"1258",2498,"Kah Kow","U.S.A.",2020,"Dominican Republic","Tireo, Rizek Historical Selection, single estate","68%","4- B,S,C,L","rich cocoa, dried fruit, roasty",3.75
"1259",2498,"Kah Kow","U.S.A.",2020,"Dominican Republic","La Magdalena, Rizek Historical S., single estate","70%","3- B,S,C","light color, nutty, caramel",3.75
"1260",2502,"Kah Kow","U.S.A.",2020,"Dominican Republic","West Indian, Rizek Historical S.","67%","4- B,S,C,L","banana, fall spices, earthy",3.75
"1261",2394,"Kah Kow - USA","Dominican Republic",2019,"Dominican Republic","El Antiguo (Monet Plata & Duarte )","70%","3- B,S,C","sandy, sweet, acidic",3
"1262",2454,"Kah Kow - USA","U.S.A.",2019,"Dominican Republic","El Valle, Collection 01, Rizek","72%","4- B,S,C,L","creamy, black tea, vegetal",3
"1263",2390,"Kah Kow - USA","Dominican Republic",2019,"Dominican Republic","Mata Larga","71.50%","3- B,S,C","creamy, balanced, fig, cocoa",3.5
"1264",2422,"Kah Kow - USA","Dominican Republic",2019,"Dominican Republic","Dominican Nacional, Collection 01","68%","4- B,S,C,L","creamy, floral, dried fruit",3.75
"1265",2454,"Kah Kow - USA","U.S.A.",2019,"Dominican Republic","Los Bejucos, Collection 01, Rizek","65%","4- B,S,C,L","creamy, distinct, dried fruit",3.75
"1266",2338,"Kaitxo","Spain",2019,"Nicaragua","San Juan Coop, El Castillero","75%","3- B,S,C","spicy, tobacco",3
"1267",2338,"Kaitxo","Spain",2019,"Peru","Chulucanas, Piura, Cesar Vallejo-farmer","75%","3- B,S,C","muted, grapes, astringent",3
"1268",2334,"Kaitxo","Spain",2019,"Tanzania","Morogoro, Kamili, Kilombero Valley, batch 13","75%","3- B,S,C","base cocoa, fruit, fatty",3.25
"1269",387,"Kakao","Germany",2009,"Vanuatu","Vanuatu","65%",NA,"cocoa, strong distinct spice",3.75
"1270",837,"Kakao","Germany",2012,"Peru","Peru","64%",NA,"chewy, vanilla, metallic",2.5
"1271",248,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Diego/ original micro","85%","4- B,S,C,V","crumbly, vanilla, bitter",2.5
"1272",263,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Cacao Nacional W.F.","75%","4- B,S,C,V","grassy, earthy, coffee",2.5
"1273",245,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Roberto","75%","4- B,S,C,V","sweet, vanilla, coffee",2.75
"1274",248,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Diego 48hr/ W.F. blend prototype","85%","4- B,S,C,V","creamy, nutty, bitter, flat",2.75
"1275",241,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Sisa 36hr/ W. F. blend prototype","70%","4- B,S,C,V","creamy, mild marshmallow",3
"1276",248,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Diego 60hr/ W.F. blend prototype","85%","4- B,S,C,V","spicy, mild bitter",3
"1277",269,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Cacao Nacional W.F.","85%","4- B,S,C,V","fruity,floral,cooling sensation",3
"1278",241,"Kallari (Ecuatoriana)","Ecuador",2008,"Ecuador","Sisa's Secret/ original micro","70%","4- B,S,C,V","intense, mint, marshmallow",3.5
"1279",404,"Kaoka (Cemoi)","France",2009,"Blend","Noir","70%",NA,"mild bitter and chemical off",2.75
"1280",423,"Kaoka (Cemoi)","France",2009,"Ecuador","Ecuador","80%",NA,"spicy, floral, bitter",2.75
"1281",2708,"Kasama","Canada",2021,"Philippines","Davao, Mindanao, batch 24","70%","3- B,S,C","licorice, melon",3.25
"1282",2708,"Kasama","Canada",2021,"Papua New Guinea","Karkar Island, Madong, batch 34","70%","3- B,S,C","plum, molasses",3.5
"1283",1133,"Kerchner","U.S.A.",2013,"Dominican Republic","La Red, Project Reserva, Guaconejo","70%","3- B,S,C","fatty, dark berry, grassy",3.75
"1284",431,"Ki' Xocolatl","Mexico",2009,"Mexico","Dark","72%","5- B,S,C,V,L","sweet, vanilla domintates, nut",2
"1285",2478,"Kin + Pod","Canada",2020,"Colombia","Tumaco, batch 113","70%","3- B,S,C","poor finish, cocoa, grassy",3.25
"1286",1251,"Kiskadee","U.S.A.",2014,"Dominican Republic","La Red, Guanconjeco","60%","2- B,S","gritty, overly sweet, citrus",3
"1287",1968,"Krak","Amsterdam",2017,"Belize","Belize","70%","2- B,S","gritty, sour, berries",3
"1288",1968,"Krak","Amsterdam",2017,"Vietnam","Vietnam","70%","2- B,S","sticky, molasses, sour",3
"1289",2016,"Krak","Amsterdam",2017,"Mexico","Xoconusco","70%","2- B,S","medium roast, nutty",3.25
"1290",2064,"Krak","Amsterdam",2018,"Madagascar","Mava Sa Ferme D'ottange","70%","2- B,S","roasty, nutty",3
"1291",2068,"Krak","Amsterdam",2018,"Philippines","Kablon Farm","70%","2- B,S","nuts, dried fruit, grassy",3.25
"1292",2044,"Krak","Amsterdam",2018,"Mexico","Xoconusco, triple turned","70%","2- B,S","intense, high acidity",3.75
"1293",2286,"Krak","Netherlands",2019,"Colombia","H. Betulia B6","70%","2- B,S","light color,",3
"1294",2282,"Krak","Amsterdam",2019,"Papua New Guinea","Gazelle","70%","2- B,S","astringent, smomkey cocoa",3.25
"1295",1422,"Kto","U.S.A.",2014,"Peru","San Martin","72%","2- B,S","intense, pungent, tangy",2.5
"1296",1422,"Kto","U.S.A.",2014,"Venezuela","Ocumare","72%","3- B,S,C","nutty, pungent, sour",2.75
"1297",1422,"Kto","U.S.A.",2014,"Belize","Belize","72%","3- B,S,C","nutty, sour milk",3
"1298",1422,"Kto","U.S.A.",2014,"Madagascar","Sambirano Valley","72%","3- B,S,C","strawberry, intense, sour",3.25
"1299",1426,"Kto","U.S.A.",2014,"Belize","Belize","90%","2- B,S","intense, spicy, pungent",3.25
"1300",1426,"Kto","U.S.A.",2014,"Dominican Republic","Elvesia","72%","3- B,S,C","spicy, molasses, earthy",3.25
"1301",1426,"Kto","U.S.A.",2014,"Dominican Republic","ROIG","72%","3- B,S,C","earthy, fatty, tea",3.25
"1302",1852,"K'ul","U.S.A.",2016,"Peru","Maranon, Fortunato No. 4","70%","4- B,S,C,L","astringent, unbalanced, off",2.75
"1303",1840,"K'ul","U.S.A.",2016,"Haiti","Kafupbo, Petit Bourg, De Borgnes","70%","4- B,S,C,L","spicy, vanilla, dairy",3.25
"1304",1852,"K'ul","U.S.A.",2016,"Brazil","Bahia, Fazenda Camboa","70%","4- B,S,C,L","creamy, mild flavors",3.75
